Number,one_hot_Company_Acer,one_hot_Company_Apple,one_hot_Company_Asus,one_hot_Company_Chuwi,one_hot_Company_Dell,one_hot_Company_Fujitsu,one_hot_Company_Google,one_hot_Company_HP,one_hot_Company_Huawei,one_hot_Company_LG,one_hot_Company_Lenovo,one_hot_Company_MSI,one_hot_Company_Mediacom,one_hot_Company_Microsoft,one_hot_Company_Razer,one_hot_Company_Samsung,one_hot_Company_Toshiba,one_hot_Company_Vero,one_hot_Company_Xiaomi,one_hot_TypeName_2 in 1 Convertible,one_hot_TypeName_Gaming,one_hot_TypeName_Netbook,one_hot_TypeName_Notebook,one_hot_TypeName_Ultrabook,one_hot_TypeName_Workstation,Inches,Display,Touchscreen,ScreenArea,CpuModel,ClockSpeed,Ram,MemoryComponent1,MemoryComponent2,Gpu,one_hot_OpSys_Android,one_hot_OpSys_Chrome OS,one_hot_OpSys_Linux,one_hot_OpSys_Mac OS X,one_hot_OpSys_No OS,one_hot_OpSys_Windows 10,one_hot_OpSys_Windows 10 S,one_hot_OpSys_Windows 7,one_hot_OpSys_macOS,Weight,Price
748,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,14.0,1,0,1049088,43,2.5,8,17,0,45,0,0,0,0,0,1,0,0,0,1.6,60031.1088
749,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,17.3,5,0,2073600,80,2.9,16,17,0,88,0,0,0,0,0,0,0,1,0,3.0,233845.92
750,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,11.6,1,1,1049088,10,1.6,4,14,0,2,0,0,0,0,0,1,0,0,0,1.4,25308.0
751,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,15.6,3,0,2073600,63,2.4,8,17,0,34,0,0,0,0,0,1,0,0,0,1.84,101232.0
752,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,15.6,1,0,1049088,42,2.3,4,11,0,31,0,0,0,0,1,0,0,0,0,2.45,30849.12
753,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,14.0,3,0,2073600,44,2.3,4,15,0,34,0,0,0,0,0,1,0,0,0,1.7,58394.88
754,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,15.6,1,0,1049088,55,2.7,4,17,0,45,0,0,0,0,0,1,0,0,0,2.37,45282.672
755,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,13.3,6,1,5760000,51,1.8,8,17,0,49,0,0,0,0,0,1,0,0,0,1.3,63882.72
756,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,15.6,5,0,2073600,49,2.5,8,14,5,54,0,0,0,0,0,1,0,0,0,2.2,58554.72
757,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,15.6,3,0,2073600,64,2.6,8,17,0,67,0,0,0,0,0,0,0,1,0,2.59,83170.08
758,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,15.6,9,0,8294400,67,2.8,16,17,5,83,0,0,0,0,0,1,0,0,0,4.42,152859.7872
759,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,15.6,1,0,1049088,43,2.5,4,17,0,45,0,0,0,0,0,1,0,0,0,2.1,31914.72
760,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,15.6,5,0,2073600,67,2.8,8,14,5,54,0,0,0,0,0,1,0,0,0,2.5,55837.44
761,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,12.5,3,0,2073600,68,2.8,16,17,0,45,0,0,0,0,0,1,0,0,0,1.18,99047.52
762,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,12.3,1,1,3840000,60,1.2,8,17,0,63,0,1,0,0,0,0,0,0,0,1.1,83063.52
763,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,13.3,6,0,5760000,43,2.5,8,17,0,45,0,0,0,0,0,1,0,0,0,1.2,60153.12
764,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,13.3,1,0,1049088,27,2.0,4,9,0,34,0,0,0,0,0,1,0,0,0,1.65,45234.72
765,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,13.3,1,0,1049088,44,2.3,4,14,0,34,0,0,0,0,0,1,0,0,0,1.6,34898.4
766,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,17.3,1,0,1049088,22,1.1,4,11,0,24,0,0,0,0,0,1,0,0,0,2.8,25059.715199999995
767,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,15.6,2,1,8294400,64,2.6,16,14,5,50,0,0,0,0,0,1,0,0,0,2.72,58554.72
768,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,13.3,3,1,2073600,55,2.7,8,17,0,45,0,0,0,0,0,1,0,0,0,1.31,85194.72
769,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,15.6,1,0,1049088,22,1.1,4,11,0,13,0,0,1,0,0,0,0,0,0,2.1,15877.44
770,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,15.6,3,0,2073600,55,2.7,16,17,0,35,0,0,0,0,0,1,0,0,0,2.3,62938.0656
771,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,15.0,3,1,2073600,55,2.7,16,17,0,69,0,0,0,0,0,1,0,0,0,1.71,95850.72
772,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,14.0,4,0,1049088,44,2.3,4,14,0,34,0,0,0,0,0,1,0,0,0,1.75,54345.6
773,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,15.6,3,0,2073600,67,2.8,8,11,0,54,0,0,0,0,0,1,0,0,0,2.62,58554.72
774,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,12.5,1,0,1049088,44,2.3,4,17,0,34,0,0,0,0,0,1,0,0,0,1.26,66280.31999999999
775,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,15.6,3,1,2073600,55,2.7,12,10,0,40,0,0,0,0,0,1,0,0,0,2.3,44701.92
776,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,15.6,10,0,8294400,73,2.7,16,19,0,88,0,0,0,0,0,0,0,1,0,2.5,126273.6
777,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,14.0,5,0,2073600,34,2.4,4,14,0,45,0,0,0,0,0,1,0,0,0,1.8,33886.08
778,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,14.0,3,0,2073600,67,2.8,16,19,0,71,0,0,0,0,0,1,0,0,0,1.95,154458.72
779,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,15.6,1,0,2073600,33,1.1,8,14,0,13,0,0,0,0,0,1,0,0,0,2.0,31003.632
780,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,17.3,5,0,2073600,67,2.8,32,20,5,89,0,0,0,0,0,1,0,0,0,4.42,191211.264
781,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,17.3,5,0,2073600,64,2.6,16,17,5,83,0,0,0,0,0,1,0,0,0,4.3,125208.0
782,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,14.0,5,0,2073600,69,2.6,16,19,0,56,0,0,0,0,0,1,0,0,0,1.47,93985.92
783,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,15.6,1,0,1049088,13,1.6,8,11,0,9,0,0,0,0,1,0,0,0,0,2.2,17529.12
784,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,14.0,3,0,2073600,55,2.7,16,19,0,45,0,0,0,0,0,1,0,0,0,1.7,122490.72
785,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,14.0,5,0,2073600,67,2.8,16,17,5,71,0,0,0,0,0,1,0,0,0,1.6,100752.48
786,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,15.6,3,0,2073600,49,2.5,8,14,5,54,0,0,0,0,0,1,0,0,0,2.2,58021.92
787,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,15.6,5,0,2073600,67,2.8,4,11,0,54,0,0,0,0,0,1,0,0,0,2.4,53226.72
788,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,17.3,5,0,2073600,67,2.8,16,17,5,71,0,0,0,0,0,1,0,0,0,4.2,122490.72
789,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,15.6,3,0,2073600,49,2.5,8,17,0,54,0,0,0,0,0,1,0,0,0,2.62,52480.8
790,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,15.6,3,0,2073600,67,2.8,8,14,5,71,0,0,0,0,0,1,0,0,0,2.24,71341.92
791,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,14.0,1,0,2073600,12,1.1,4,4,0,3,0,0,0,0,0,1,0,0,0,1.22,10810.512
792,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,13.3,5,1,2073600,55,2.7,8,19,0,45,0,0,0,0,0,1,0,0,0,1.37,104961.6
793,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,15.6,3,1,2073600,43,2.5,8,17,0,36,0,0,0,0,0,1,0,0,0,2.08,51095.52
794,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,12.0,8,0,3317760,50,1.2,8,16,0,46,0,0,0,1,0,0,0,0,0,0.92,62071.2
795,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,14.0,4,1,3686400,43,2.5,8,17,0,45,0,0,0,0,0,1,0,0,0,1.42,124142.4
796,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,14.0,1,0,1049088,12,1.1,4,4,0,3,0,0,0,0,0,1,0,0,0,1.63,15930.72
797,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,15.6,1,0,1049088,43,2.5,8,14,0,45,0,0,0,0,0,1,0,0,0,1.95,43156.8
798,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,13.9,5,1,2073600,55,2.7,8,17,0,45,0,0,0,0,0,1,0,0,0,1.38,71874.72
799,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,15.6,3,0,2073600,27,2.0,8,17,0,21,0,0,0,0,0,1,0,0,0,2.0,39373.92
800,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,15.6,3,0,2073600,67,2.8,8,17,0,78,0,0,0,0,0,1,0,0,0,3.14,110017.872
801,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,15.6,3,0,2073600,43,2.5,8,17,0,45,0,0,0,0,0,1,0,0,0,2.37,58554.72
802,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,13.3,3,0,2073600,43,2.5,8,17,0,45,0,0,0,0,0,1,0,0,0,1.29,79866.72
803,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,15.6,10,1,8294400,49,2.5,8,17,0,54,0,0,0,0,0,1,0,0,0,2.06,93186.72
804,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,11.6,1,0,1049088,22,1.1,4,14,0,13,0,0,0,0,0,1,0,0,0,1.63,39640.32
805,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,12.5,1,0,1049088,53,2.6,8,17,0,45,0,0,0,0,0,1,0,0,0,1.26,74005.92
806,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,15.6,1,0,1049088,44,2.3,4,9,0,34,0,0,0,0,0,1,0,0,0,2.1,41558.4
807,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,15.6,1,0,1049088,37,2.5,8,10,0,26,0,0,0,0,0,1,0,0,0,2.04,33513.119999999995
808,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,15.6,10,0,8294400,67,2.8,16,19,0,58,0,0,0,0,0,1,0,0,0,2.62,89457.12
809,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,15.6,3,0,2073600,43,2.5,4,11,0,20,0,0,0,0,0,1,0,0,0,2.4,32447.52
810,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,17.3,5,0,2073600,67,2.8,12,11,0,68,0,0,0,0,0,1,0,0,0,3.74,93186.72
811,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,17.3,3,0,2073600,67,2.8,16,19,5,83,0,0,0,0,0,1,0,0,0,2.9,128671.2
812,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,13.3,3,0,2073600,43,2.5,8,17,0,45,0,0,0,0,0,1,0,0,0,0.81,79866.72
813,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,15.6,3,0,2073600,55,2.7,8,11,0,65,0,0,0,0,0,1,0,0,0,1.98,51202.08
814,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,15.6,3,0,2073600,43,2.5,8,17,0,18,0,0,0,0,0,1,0,0,0,2.18,42081.0768
815,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,14.0,3,0,2073600,55,2.7,8,17,0,45,0,0,0,0,0,1,0,0,0,1.32,99047.52
816,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,12.5,9,1,8294400,55,2.5,16,19,0,45,0,0,0,0,0,1,0,0,0,1.29,95850.72
817,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,11.6,1,0,1049088,10,1.6,4,6,0,2,0,1,0,0,0,0,0,0,0,1.23,20512.8
818,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,17.3,5,0,2073600,67,2.8,16,14,5,71,0,0,0,0,0,1,0,0,0,4.36,133467.4656
819,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,14.0,1,0,1049088,44,2.3,4,9,0,34,0,0,0,0,0,1,0,0,0,1.76,40226.4
820,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,15.6,1,0,1049088,27,2.0,4,9,0,34,0,0,0,0,0,1,0,0,0,2.1,26101.872
821,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,14.0,1,0,1049088,43,2.5,4,14,0,45,0,0,0,0,0,1,0,0,0,1.25,58075.2
822,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,14.0,5,0,2073600,55,2.7,8,19,0,45,0,0,0,0,0,1,0,0,0,1.13,133146.72
823,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,15.6,3,0,2073600,49,2.5,8,17,0,54,0,0,0,0,0,1,0,0,0,2.4,63882.72
824,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,14.0,5,0,2073600,43,2.5,8,18,0,45,0,0,0,0,0,1,0,0,0,1.13,99900.0
825,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,14.0,1,0,1049088,28,2.1,4,14,0,11,0,0,0,0,0,1,0,0,0,1.75,26586.72
826,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,13.3,3,1,2073600,43,2.5,8,17,0,45,0,0,0,0,0,1,0,0,0,1.1,72354.23999999999
827,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,14.0,1,0,1049088,27,2.0,4,9,0,34,0,0,0,0,0,1,0,0,0,1.76,31168.8
828,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,11.6,4,0,1049088,10,1.6,4,4,0,2,0,1,0,0,0,0,0,0,0,1.35,18914.4
829,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,14.0,5,0,2073600,34,2.4,8,14,0,45,0,0,0,0,0,1,0,0,0,1.5,32980.32
830,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,17.3,10,1,8294400,79,2.9,32,19,0,90,0,0,0,0,0,1,0,0,0,3.49,292986.72
831,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,14.0,6,0,3686400,69,2.6,16,19,0,34,0,0,0,0,0,1,0,0,0,1.1,111834.72
832,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,15.6,3,0,2073600,43,2.5,4,11,0,16,0,0,1,0,0,0,0,0,0,2.1,27652.32
833,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,14.0,3,0,2073600,44,2.3,8,17,0,34,0,0,0,0,0,1,0,0,0,1.7,63190.08
834,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,14.0,5,0,2073600,53,2.6,8,17,0,45,0,0,0,0,0,1,0,0,0,1.32,87912.0
835,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,15.6,3,0,2073600,67,2.8,16,17,5,83,0,0,0,0,0,1,0,0,0,3.21,147832.28639999998
836,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,17.3,3,0,2073600,67,2.8,16,17,5,83,0,0,0,0,0,1,0,0,0,2.9,128884.32
837,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,15.6,1,0,1049088,34,2.4,4,9,0,45,0,0,0,0,0,1,0,0,0,2.0,35644.32
838,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,14.0,1,0,1049088,17,1.6,4,6,0,2,0,1,0,0,0,0,0,0,0,1.5,17316.0
839,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,15.6,3,0,2073600,43,2.5,8,8,0,45,0,0,0,0,0,1,0,0,0,2.3,31435.2
840,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,17.3,3,0,2073600,64,2.6,16,19,5,71,0,0,0,0,0,1,0,0,0,2.73,95850.72
841,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,17.3,5,0,2073600,67,2.8,32,19,5,83,0,0,0,0,0,1,0,0,0,4.42,163723.57919999998
842,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,17.3,1,0,1440000,43,2.5,8,11,0,44,0,0,0,0,0,1,0,0,0,2.63,48484.8
843,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,15.6,1,0,1049088,43,2.5,8,14,0,45,0,0,0,0,0,1,0,0,0,2.18,38041.3872
844,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,14.0,3,0,2073600,59,2.5,8,19,0,34,0,0,0,0,0,0,0,1,0,1.54,99633.6
845,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,15.6,3,0,2073600,55,2.7,4,17,0,18,0,0,0,0,0,1,0,0,0,2.18,39373.92
846,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,11.6,1,1,1049088,12,1.1,4,4,0,3,0,1,0,0,0,0,0,0,0,1.4,32767.2
847,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,13.3,5,0,2073600,44,2.3,8,19,0,42,0,0,0,0,0,1,0,0,0,1.45,54665.28
848,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,13.3,3,1,2073600,43,2.5,8,17,0,45,0,0,0,0,0,1,0,0,0,1.28,121318.56
849,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,14.0,3,0,2073600,59,2.5,8,19,0,34,0,0,0,0,0,1,0,0,0,1.54,78215.04
850,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,15.6,1,0,1049088,10,1.6,4,14,0,2,0,0,0,0,1,0,0,0,0,1.86,15930.72
851,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,15.6,3,0,2073600,67,2.8,16,14,5,71,0,0,0,0,0,1,0,0,0,2.1,101178.72
852,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,17.3,3,0,2073600,55,2.7,8,11,0,35,0,0,1,0,0,0,0,0,0,2.83,46087.2
853,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,14.0,5,0,2073600,67,2.8,8,17,0,65,0,0,0,0,0,1,0,0,0,1.96,101391.84
854,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,15.6,5,0,2073600,55,2.7,8,17,0,32,0,0,0,0,0,1,0,0,0,2.3,41931.36
855,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,15.6,3,0,2073600,43,2.5,8,14,0,45,0,0,0,0,0,1,0,0,0,1.9,50349.6
856,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,15.6,1,0,1049088,22,1.1,4,11,0,13,0,0,0,0,0,1,0,0,0,2.0,23922.72
857,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,13.3,3,1,2073600,68,2.8,8,17,0,45,0,0,0,0,0,1,0,0,0,1.28,136343.52
858,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,13.3,3,1,2073600,44,2.3,8,11,0,34,0,0,0,0,0,1,0,0,0,1.62,34578.72
859,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,15.6,3,0,2073600,27,2.0,4,11,0,34,0,0,0,0,1,0,0,0,0,2.2,24988.32
860,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,15.6,5,0,2073600,43,2.5,8,11,0,45,0,0,0,0,0,1,0,0,0,2.3,45323.1648
861,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,15.6,3,0,2073600,53,2.6,8,17,0,61,0,0,0,0,0,1,0,0,0,1.84,71874.72
862,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,13.3,3,0,2073600,43,2.5,4,14,0,45,0,0,0,0,0,1,0,0,0,1.05,68464.8
863,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,15.6,5,0,2073600,49,2.5,8,11,0,54,0,0,0,0,1,0,0,0,0,2.5,54185.76
864,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,13.3,7,1,5760000,74,2.5,16,19,0,70,0,0,0,0,0,1,0,0,0,1.29,119347.2
865,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,15.6,3,0,2073600,44,2.3,4,9,0,34,0,0,0,0,0,1,0,0,0,2.07,48484.8
866,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,13.3,1,0,1049088,44,2.3,8,17,0,34,0,0,0,0,0,1,0,0,0,1.2,58341.6
867,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,13.3,5,1,2073600,55,2.7,8,17,0,45,0,0,0,0,0,1,0,0,0,1.37,103896.0
868,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,14.0,5,0,2073600,43,2.5,8,17,0,45,0,0,0,0,0,1,0,0,0,1.56,48058.56
869,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,15.6,3,0,2073600,67,2.8,8,11,0,74,0,0,0,0,0,1,0,0,0,2.23,94731.84
870,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,15.6,1,0,1049088,43,2.5,4,9,0,45,0,0,0,0,0,1,0,0,0,2.38,56210.4
871,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,15.6,3,0,2073600,27,2.0,4,11,0,19,0,0,0,0,1,0,0,0,0,2.2,25521.12
872,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,15.6,5,0,2073600,55,2.7,8,17,0,45,0,0,0,0,0,1,0,0,0,2.0,73952.64
873,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,13.3,5,0,2073600,34,2.4,4,15,0,45,0,0,0,0,0,1,0,0,0,1.44,39160.8
874,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,15.0,3,0,2073600,55,2.7,16,17,0,40,0,0,0,0,0,1,0,0,0,1.23,98514.72
