Number,one_hot_Company_Acer,one_hot_Company_Apple,one_hot_Company_Asus,one_hot_Company_Chuwi,one_hot_Company_Dell,one_hot_Company_Fujitsu,one_hot_Company_Google,one_hot_Company_HP,one_hot_Company_Huawei,one_hot_Company_LG,one_hot_Company_Lenovo,one_hot_Company_MSI,one_hot_Company_Mediacom,one_hot_Company_Microsoft,one_hot_Company_Razer,one_hot_Company_Samsung,one_hot_Company_Toshiba,one_hot_Company_Vero,one_hot_Company_Xiaomi,one_hot_TypeName_2 in 1 Convertible,one_hot_TypeName_Gaming,one_hot_TypeName_Netbook,one_hot_TypeName_Notebook,one_hot_TypeName_Ultrabook,one_hot_TypeName_Workstation,Inches,Display,Touchscreen,ScreenArea,CpuModel,ClockSpeed,Ram,MemoryComponent1,MemoryComponent2,Gpu,one_hot_OpSys_Android,one_hot_OpSys_Chrome OS,one_hot_OpSys_Linux,one_hot_OpSys_Mac OS X,one_hot_OpSys_No OS,one_hot_OpSys_Windows 10,one_hot_OpSys_Windows 10 S,one_hot_OpSys_Windows 7,one_hot_OpSys_macOS,Weight,Price
494,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,17.3,5,1,2073600,64,2.6,24,17,5,57,0,0,0,0,0,1,0,0,0,4.33,67612.31999999999
495,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,12.5,4,0,1049088,44,2.3,8,15,0,34,0,0,0,0,0,1,0,0,0,1.3,58554.72
496,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,15.6,3,0,2073600,52,1.8,8,17,0,51,0,0,0,0,0,1,0,0,0,2.17,47893.39199999999
497,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,14.0,3,0,2073600,68,2.8,8,20,0,45,0,0,0,0,0,1,0,0,0,1.48,93186.72
498,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,13.3,5,0,2073600,34,2.4,8,17,0,45,0,0,0,0,0,1,0,0,0,1.4,50562.72
499,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,15.6,5,0,2073600,43,2.5,8,17,0,45,0,0,0,0,0,1,0,0,0,2.3,48538.08
500,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,11.6,1,0,1049088,12,1.1,4,7,0,3,0,0,0,0,0,0,1,0,0,1.2,18115.2
501,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,15.6,1,0,1049088,43,2.5,8,17,0,25,0,0,0,0,0,1,0,0,0,1.91,32979.7872
502,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,13.9,5,1,2073600,45,1.6,8,17,0,51,0,0,0,0,0,1,0,0,0,1.4,85194.72
503,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,14.0,1,0,1049088,12,1.1,4,9,0,3,0,0,0,0,0,1,0,0,0,2.1,15930.72
504,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,11.6,1,0,1049088,10,1.6,4,1,0,2,0,1,0,0,0,0,0,0,0,1.25,14119.2
505,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,13.3,3,0,2073600,43,2.5,8,17,0,45,0,0,0,0,0,1,0,0,0,1.44,50562.72
506,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,15.6,3,0,2073600,55,2.7,8,17,5,45,0,0,0,0,0,1,0,0,0,2.0,65214.72
507,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,15.6,5,0,2073600,45,1.6,4,11,0,41,0,0,0,0,0,1,0,0,0,2.2,32660.64
508,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,13.3,5,0,2073600,55,2.7,8,19,0,45,0,0,0,0,0,1,0,0,0,1.34,70489.44
509,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,15.6,5,0,2073600,67,2.8,8,17,5,71,0,0,0,0,1,0,0,0,0,2.4,61218.72
510,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,13.3,5,1,2073600,43,2.5,8,14,0,45,0,0,0,0,0,1,0,0,0,1.29,47898.72
511,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,15.6,3,0,2073600,55,2.7,4,9,0,40,0,0,0,0,0,1,0,0,0,2.2,34045.92
512,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,15.6,3,0,2073600,43,2.5,8,11,0,45,0,0,0,0,0,1,0,0,0,2.18,44542.08
513,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,15.6,3,0,2073600,52,1.8,16,17,4,38,0,0,0,0,0,1,0,0,0,2.2,64961.10719999999
514,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,15.6,5,0,2073600,52,1.8,16,17,0,41,0,0,0,0,1,0,0,0,0,1.95,74589.336
515,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,11.6,1,0,1049088,12,1.1,2,4,0,3,0,0,0,0,0,1,0,0,0,1.1,13053.6
516,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,15.6,1,1,1049088,45,1.6,4,11,0,51,0,0,0,0,0,1,0,0,0,2.04,27783.9216
517,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,15.6,3,0,2073600,67,2.8,24,19,0,90,0,0,0,0,0,1,0,0,0,2.24,158135.04
518,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,15.6,3,0,2073600,43,2.5,8,17,0,44,0,0,0,0,0,1,0,0,0,2.04,47365.92
519,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,17.3,3,0,2073600,67,2.8,16,17,5,58,0,0,0,0,0,1,0,0,0,3.0,80133.12
520,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,15.6,5,0,2073600,67,2.8,8,17,5,71,0,0,0,0,0,1,0,0,0,3.2,74538.72
521,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,13.3,5,0,2073600,55,2.7,8,17,0,45,0,0,0,0,0,1,0,0,0,1.32,74538.72
522,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,14.0,3,0,2073600,53,2.6,8,17,0,45,0,0,0,0,0,1,0,0,0,1.64,68184.0144
523,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,15.6,1,0,1049088,27,2.0,4,14,0,34,0,0,0,0,0,1,0,0,0,1.63,36709.92
524,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,17.3,5,0,2073600,45,1.6,8,14,5,38,0,0,1,0,0,0,0,0,0,2.8,47365.92
525,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,14.0,3,0,2073600,44,2.3,8,17,0,34,0,0,0,0,0,0,0,1,0,2.02,71395.2
526,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,15.6,3,0,2073600,55,2.7,4,11,0,24,0,0,0,0,0,1,0,0,0,2.2,42570.72
527,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,15.6,1,0,1049088,27,2.0,8,10,0,24,0,0,0,0,1,0,0,0,0,2.2,24455.52
528,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,15.6,3,0,2073600,43,2.5,4,9,0,19,0,0,0,0,0,1,0,0,0,2.3,31168.8
529,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,15.6,3,0,2073600,57,2.8,8,17,0,45,0,0,0,0,0,1,0,0,0,1.9,73366.56
530,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,17.3,5,0,2073600,67,2.8,16,14,5,83,0,0,0,0,0,1,0,0,0,4.42,160520.3856
531,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,15.6,5,0,2073600,43,2.5,8,9,0,45,0,0,0,0,0,1,0,0,0,2.0,45820.8
532,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,15.6,9,0,8294400,55,2.7,8,17,5,50,0,0,0,0,0,1,0,0,0,2.0,69210.72
533,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,13.3,5,0,2073600,23,1.1,4,5,0,3,0,0,0,0,0,1,0,0,0,1.2,19660.32
534,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,15.6,5,0,2073600,49,2.5,8,14,5,71,0,0,0,0,0,1,0,0,0,2.3,87858.72
535,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,15.6,3,0,2073600,68,2.8,8,17,0,44,0,0,0,0,0,1,0,0,0,1.93,72940.31999999999
536,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,15.6,3,0,2073600,45,1.6,8,17,0,38,0,0,0,0,0,1,0,0,0,2.2,42486.0048
537,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,15.6,3,0,2073600,21,1.6,4,17,0,9,0,0,0,0,0,1,0,0,0,1.86,21258.1872
538,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,17.3,3,0,2073600,67,2.8,12,11,0,71,0,0,0,0,0,1,0,0,0,2.62,95850.72
539,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,14.0,5,0,2073600,55,2.7,8,17,0,40,0,0,0,0,0,1,0,0,0,1.87,45767.52
540,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,13.3,7,1,5760000,52,1.8,8,17,0,51,0,0,0,0,0,1,0,0,0,1.2,74538.72
541,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,14.0,3,0,2073600,27,2.0,4,14,0,34,0,0,0,0,0,1,0,0,0,1.6,39207.1536
542,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,13.3,6,0,5760000,55,2.7,8,17,0,45,0,0,0,0,0,1,0,0,0,1.34,61005.6
543,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,15.6,3,0,2073600,49,2.5,8,11,0,54,0,0,1,0,0,0,0,0,0,2.4,42517.44
544,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,15.6,1,0,1049088,16,1.8,4,9,0,4,0,0,0,0,0,1,0,0,0,2.0,18594.72
545,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,15.6,3,0,2073600,34,2.4,4,14,0,45,0,0,0,0,0,1,0,0,0,2.1,37589.04
546,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,14.0,3,0,2073600,43,2.5,4,9,0,45,0,0,0,0,0,1,0,0,0,1.87,41824.8
547,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,15.6,3,0,2073600,44,2.3,4,11,0,34,0,0,0,0,1,0,0,0,0,2.15,24634.008
548,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,15.6,3,0,2073600,27,2.0,4,9,0,34,0,0,0,0,0,1,0,0,0,1.86,21152.16
549,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,15.6,5,0,2073600,55,2.7,8,19,0,45,0,0,0,0,0,1,0,0,0,1.99,92121.12
550,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,15.6,3,0,2073600,27,2.0,4,14,0,34,0,0,0,0,0,1,0,0,0,2.2,26586.72
551,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,15.6,3,0,2073600,43,2.5,8,17,0,45,0,0,0,0,0,1,0,0,0,1.9,59513.2272
552,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,17.3,5,0,2073600,67,2.8,16,17,5,83,0,0,0,0,0,1,0,0,0,4.42,143802.72
553,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,17.3,1,0,1440000,27,2.0,8,11,0,34,0,0,0,0,0,1,0,0,0,2.65,28992.312
554,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,17.3,3,0,2073600,55,2.7,8,11,0,44,0,0,0,0,0,1,0,0,0,2.63,68198.4
555,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,15.6,1,0,1049088,12,1.1,4,9,0,3,0,0,1,0,0,0,0,0,0,2.0,11934.72
556,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,13.3,5,0,2073600,3,1.44,4,4,0,7,0,0,0,0,0,1,0,0,0,1.35,13586.4
557,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,17.3,1,0,1440000,55,2.7,6,14,5,40,0,0,0,0,0,1,0,0,0,2.8,50562.72
558,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,15.6,5,0,2073600,31,2.5,6,14,0,38,0,0,0,0,0,1,0,0,0,1.91,30310.992
559,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,15.6,1,0,1049088,27,2.0,4,11,0,18,0,0,0,0,0,1,0,0,0,2.18,32921.712
560,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,11.6,5,1,2073600,12,2.0,4,4,0,3,0,0,0,0,0,1,0,0,0,1.25,18594.72
561,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,15.6,3,0,2073600,32,2.7,4,14,0,45,0,0,0,0,0,1,0,0,0,2.05,33566.4
562,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,13.3,6,1,5760000,70,1.2,16,19,0,66,0,0,0,0,0,1,0,0,0,1.16,104695.2
563,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,17.3,5,0,2073600,67,2.8,8,17,0,86,0,0,0,0,0,1,0,0,0,3.4,159786.72
564,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,15.6,3,0,2073600,49,2.5,8,14,5,54,0,0,0,0,0,1,0,0,0,2.5,44701.92
565,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,13.3,9,1,8294400,45,1.6,8,14,0,51,0,0,0,0,0,1,0,0,0,1.21,85194.72
566,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,15.6,1,0,1049088,53,2.6,4,9,0,45,0,0,0,0,0,1,0,0,0,1.93,51095.52
567,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,15.6,1,0,1049088,43,2.5,8,11,0,45,0,0,0,0,0,1,0,0,0,2.2,39373.92
568,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,15.6,3,0,2073600,22,1.1,4,9,0,13,0,0,0,0,0,1,0,0,0,2.2,18328.32
569,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,14.0,1,0,1049088,43,2.5,4,9,0,45,0,0,0,0,0,1,0,0,0,2.02,52747.2
570,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,17.3,1,0,1440000,57,2.8,8,9,0,79,0,0,0,0,0,1,0,0,0,3.14,99153.5472
571,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,14.0,1,0,1049088,21,1.6,8,10,0,9,0,0,0,0,0,1,0,0,0,1.94,20725.92
572,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,15.6,5,0,2073600,38,3.0,6,17,0,38,0,0,0,0,0,1,0,0,0,1.95,34578.72
573,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,15.6,3,0,2073600,43,2.5,8,17,0,45,0,0,0,0,0,1,0,0,0,2.3,44222.4
574,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,15.6,3,0,2073600,45,1.6,4,9,0,45,0,0,0,0,0,1,0,0,0,2.05,36496.8
575,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,14.0,3,0,2073600,3,1.44,4,5,0,7,0,0,0,0,0,1,0,0,0,1.4,13266.72
576,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,14.0,3,1,2073600,55,2.7,16,19,0,45,0,0,0,0,0,1,0,0,0,1.24,99367.2
577,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,17.3,5,0,2073600,76,2.7,32,17,5,83,0,0,0,0,0,1,0,0,0,4.6,141884.63999999998
578,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,17.3,3,0,2073600,79,2.9,16,19,5,83,0,0,0,0,0,1,0,0,0,4.14,145401.12
579,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,15.6,3,0,2073600,55,2.7,8,17,0,19,0,0,1,0,0,0,0,0,0,2.2,39907.2528
580,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,14.0,5,0,2073600,23,1.1,4,5,0,3,0,0,0,0,0,1,0,0,0,1.45,20725.92
581,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,15.6,1,0,1049088,53,2.6,8,9,0,45,0,0,0,0,0,1,0,0,0,1.9,53733.94559999999
582,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,13.3,3,0,2073600,34,2.4,4,14,0,45,0,0,0,0,0,1,0,0,0,1.49,38308.32
583,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,15.6,3,0,2073600,68,2.8,16,17,0,44,0,0,0,0,0,1,0,0,0,1.93,81912.13919999999
584,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,11.6,1,0,1049088,10,1.6,4,6,0,2,0,1,0,0,0,0,0,0,0,1.26,15717.6
585,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,17.3,3,0,2073600,76,2.7,16,14,5,75,0,0,0,0,0,1,0,0,0,4.5,125154.72
586,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,17.3,5,0,2073600,67,2.8,16,17,5,54,0,0,0,0,0,1,0,0,0,3.78,79813.44
587,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,14.0,5,0,2073600,69,2.6,12,17,0,34,0,0,0,0,0,1,0,0,0,1.4,89137.44
588,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,15.6,1,1,1049088,52,1.8,12,11,0,45,0,0,0,0,0,1,0,0,0,2.2,32447.52
589,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,17.3,5,0,2073600,49,2.5,8,14,5,71,0,0,0,0,0,1,0,0,0,2.73,94305.6
590,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,15.6,1,1,1049088,43,2.5,8,11,0,34,0,0,0,0,0,1,0,0,0,2.2,39373.92
591,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,15.6,3,0,2073600,41,3.6,12,19,0,38,0,0,0,0,0,1,0,0,0,2.2,50562.72
592,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,11.6,1,1,1049088,35,1.0,4,14,0,63,0,0,0,0,0,1,0,0,0,1.39,32127.84
593,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,15.6,3,0,2073600,67,2.8,16,14,5,54,0,0,0,0,0,1,0,0,0,2.5,90522.72
594,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,17.3,3,0,2073600,27,2.0,4,9,0,34,0,0,0,0,1,0,0,0,0,2.8,28185.12
595,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,15.6,1,0,1049088,30,2.3,8,11,0,34,0,0,0,0,0,1,0,0,0,2.29,24455.52
596,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,13.3,5,1,2073600,55,2.7,8,19,0,45,0,0,0,0,0,1,0,0,0,1.37,107892.0
597,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,14.0,5,0,2073600,49,2.5,8,17,0,60,0,0,0,0,0,1,0,0,0,1.7,78534.72
598,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,12.5,3,1,2073600,43,2.5,8,17,0,45,0,0,0,0,0,1,0,0,0,1.34,88977.59999999999
599,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,15.6,3,1,2073600,67,2.8,8,17,0,74,0,0,0,0,0,1,0,0,0,2.06,93932.64
600,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,15.6,3,0,2073600,55,2.7,8,17,0,45,0,0,0,0,0,1,0,0,0,1.84,64948.32
601,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,15.6,1,0,1049088,34,2.4,4,9,0,45,0,0,0,0,0,1,0,0,0,2.1,35616.6144
602,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,14.0,3,0,2073600,23,1.1,4,4,0,3,0,0,0,0,0,1,0,0,0,1.6,17529.12
603,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,17.3,3,0,2073600,76,2.7,16,14,5,77,0,0,0,0,0,1,0,0,0,4.14,117162.72
604,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,15.6,1,0,1049088,27,2.0,4,11,0,18,0,0,1,0,0,0,0,0,0,2.18,24775.2
605,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,15.6,10,0,8294400,67,2.8,16,17,4,71,0,0,0,0,0,1,0,0,0,1.8,122490.72
606,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,15.6,5,0,2073600,59,2.5,8,17,0,34,0,0,0,0,0,1,0,0,0,2.2,74538.72
607,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,15.6,3,0,2073600,43,2.5,6,11,0,45,0,0,0,0,0,1,0,0,0,2.4,30049.92
608,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,15.6,5,1,2073600,67,2.8,8,17,0,60,0,0,0,0,0,1,0,0,0,2.0,69210.72
609,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,14.0,1,0,1049088,21,1.6,4,12,0,9,0,0,0,0,0,1,0,0,0,1.6,18594.72
610,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,15.6,9,0,8294400,81,3.1,32,20,0,87,0,0,0,0,0,1,0,0,0,2.5,261018.72
611,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,15.6,3,0,2073600,64,2.6,16,11,0,37,0,0,0,0,0,1,0,0,0,2.59,46833.6528
612,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,15.6,1,0,1049088,27,2.0,4,11,0,34,0,0,1,0,0,0,0,0,0,2.18,23650.992
613,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,15.6,1,0,1049088,27,2.0,4,11,0,34,0,0,1,0,0,0,0,0,0,2.25,19127.52
614,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,15.6,1,0,1049088,53,2.6,4,9,0,45,0,0,1,0,0,0,0,0,0,1.93,46300.32
615,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,17.3,3,0,2073600,67,2.8,8,14,5,54,0,0,0,0,0,1,0,0,0,3.0,62231.04
616,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,15.6,3,0,2073600,43,2.5,4,14,0,18,0,0,1,0,0,0,0,0,0,2.18,30316.32
617,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,15.6,3,0,2073600,55,2.7,8,19,0,45,0,0,0,0,0,1,0,0,0,1.84,74005.92
618,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,15.6,3,0,2073600,67,2.8,16,17,5,83,0,0,0,0,0,1,0,0,0,2.94,120831.5808
619,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,11.6,4,1,1049088,17,1.6,4,4,0,2,0,1,0,0,0,0,0,0,0,1.25,20193.12
620,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,14.0,1,0,1049088,53,2.6,8,17,0,45,0,0,0,0,0,1,0,0,0,2.31,59886.72
